Employee Name,Manager Name,Email,Date of Hire,Store,Shift Start,Shift End,Station,Hourly Pay Rate
"Day, Natasha","Farrell, Christopher",natasha.day@abcfoodmart.com,2023-08-02,ABC Foodmart - Tribeca,2024-08-19 00:00,2024-08-19 00:00,deli,19.00
"Long, Kirsten","David, Mr.",kirsten.long@abcfoodmart.com,2024-02-24,ABC Foodmart - DUMBO,2025-08-26 00:00,2025-08-26 00:00,seafood,12.47
"Dodson, Courtney","Farrell, Christopher",courtney.dodson@abcfoodmart.com,2023-01-10,ABC Foodmart - Staten Island,2024-07-15 00:00,2024-07-15 00:00,pharmacy,15.06
"Bradley, Rita","Johnston, William",rita.bradley@abcfoodmart.com,2023-08-06,ABC Foodmart - Tribeca,2024-10-06 00:00,2024-10-06 00:00,cashier,19.11
"Hernandez, Michael","Hoffman, Tina",michael.hernandez@abcfoodmart.com,2022-05-24,ABC Foodmart - Staten Island,2024-02-03 00:00,2024-02-03 00:00,customer service,15.18
"Dodson, Courtney","Farrell, Christopher",courtney.dodson@abcfoodmart.com,2023-01-10,ABC Foodmart - Whitestone,2024-07-18 00:00,2024-07-18 00:00,seafood,16.38
"Burns, Kendra","Carter, Karen",kendra.burns@abcfoodmart.com,2022-12-13,ABC Foodmart - Staten Island,2024-06-13 00:00,2024-06-13 00:00,dairy,14.37
"Harrell, Angie","Carter, Karen",angie.harrell@abcfoodmart.com,2023-06-01,ABC Foodmart - Tribeca,2024-08-04 00:00,2024-08-04 00:00,seafood,14.96
"Harrell, Angie","Hoffman, Tina",angie.harrell@abcfoodmart.com,2023-06-01,ABC Foodmart - DUMBO,2024-08-06 00:00,2024-08-06 00:00,frozen foods,14.69
"Smith, Diana","Waller, Chad",diana.smith@abcfoodmart.com,2023-05-31,ABC Foodmart - Staten Island,2024-09-14 00:00,2024-09-14 00:00,frozen foods,18.94
"Riley, Ashley","Carter, Karen",ashley.riley@abcfoodmart.com,2022-08-17,ABC Foodmart - Bay Ridge,2024-05-01 00:00,2024-05-01 00:00,customer service,14.83
"Carroll, Eric","Hoffman, Tina",eric.carroll@abcfoodmart.com,2022-12-26,ABC Foodmart - Bay Ridge,2024-08-07 00:00,2024-08-07 00:00,seafood,18.78
"Golden, Laurie","Moran, John",laurie.golden@abcfoodmart.com,2023-12-23,ABC Foodmart - Staten Island,2024-10-30 00:00,2024-10-30 00:00,customer service,12.59
"Davis, Jennifer","Williams, Gina",jennifer.davis@abcfoodmart.com,2023-11-03,ABC Foodmart - Whitestone,2025-05-18 00:00,2025-05-18 00:00,seafood,15.81
"Randolph, Emily","Ellis, Grant",emily.randolph@abcfoodmart.com,2023-03-09,ABC Foodmart - Tribeca,2024-06-24 00:00,2024-06-24 00:00,floral,18.72
"Nguyen, Richard","Cooper, Robert",richard.nguyen@abcfoodmart.com,2022-09-27,ABC Foodmart - Whitestone,2024-03-08 00:00,2024-03-08 00:00,dry goods,13.41
"Johnson, Samantha","Waller, Chad",samantha.johnson@abcfoodmart.com,2023-01-16,ABC Foodmart - Tribeca,2024-09-07 00:00,2024-09-07 00:00,dairy,14.06
"Jacobs, Brenda","Williams, Gina",brenda.jacobs@abcfoodmart.com,2024-02-09,ABC Foodmart - Bay Ridge,2025-04-21 00:00,2025-04-21 00:00,fresh produce,17.78
"Carroll, Eric","Carter, Karen",eric.carroll@abcfoodmart.com,2022-12-26,ABC Foodmart - Staten Island,2024-08-31 00:00,2024-08-31 00:00,dairy,18.54
"Wells, Monica","David, Mr.",monica.wells@abcfoodmart.com,2024-03-12,ABC Foodmart - Staten Island,2025-06-12 00:00,2025-06-12 00:00,bakery,17.11
"Martin, Monica","Carter, Karen",monica.martin@abcfoodmart.com,2023-11-23,ABC Foodmart - Whitestone,2025-08-09 00:00,2025-08-09 00:00,deli,16.97
"Jackson, Gary","Johnston, William",gary.jackson@abcfoodmart.com,2022-09-08,ABC Foodmart - DUMBO,2023-09-20 00:00,2023-09-20 00:00,pharmacy,16.21
"Terri, Mrs.","Johnston, William",mrs..terri@abcfoodmart.com,2022-09-23,ABC Foodmart - Bay Ridge,2024-03-16 00:00,2024-03-16 00:00,floral,18.36
"Davis, Jennifer","Waller, Chad",jennifer.davis@abcfoodmart.com,2023-11-03,ABC Foodmart - Tribeca,2025-06-08 00:00,2025-06-08 00:00,bakery,15.02
"Bryan, Mr.","Waller, Chad",mr..bryan@abcfoodmart.com,2023-08-26,ABC Foodmart - Tribeca,2025-02-06 00:00,2025-02-06 00:00,bakery,18.89
"Galvan, Lori","Hoffman, Tina",lori.galvan@abcfoodmart.com,2022-05-24,ABC Foodmart - Staten Island,2023-06-19 00:00,2023-06-19 00:00,customer service,15.21
"Durham, Denise","Ellis, Grant",denise.durham@abcfoodmart.com,2022-10-24,ABC Foodmart - Bay Ridge,2024-02-07 00:00,2024-02-07 00:00,deli,13.49
"Williams, Michael","Compton, Jeffrey",michael.williams@abcfoodmart.com,2023-06-11,ABC Foodmart - Whitestone,2024-09-19 00:00,2024-09-19 00:00,deli,16.05
"Foster, Kenneth","Moran, John",kenneth.foster@abcfoodmart.com,2023-04-23,ABC Foodmart - Staten Island,2024-08-04 00:00,2024-08-04 00:00,frozen foods,14.53
"Garcia, Sarah","Johnston, William",sarah.garcia@abcfoodmart.com,2022-12-14,ABC Foodmart - Whitestone,2024-05-31 00:00,2024-05-31 00:00,dairy,15.89
"Gardner, Laura","Williams, Gina",laura.gardner@abcfoodmart.com,2023-09-04,ABC Foodmart - DUMBO,2025-03-02 00:00,2025-03-02 00:00,dry goods,15.38
"Gonzalez, Michele","Cooper, Robert",michele.gonzalez@abcfoodmart.com,2023-09-23,ABC Foodmart - DUMBO,2024-10-04 00:00,2024-10-04 00:00,meats,16.65
"Kramer, Veronica","David, Mr.",veronica.kramer@abcfoodmart.com,2023-03-28,ABC Foodmart - Bay Ridge,2024-09-10 00:00,2024-09-10 00:00,dry goods,14.19
"Walters, Jay","David, Mr.",jay.walters@abcfoodmart.com,2023-12-17,ABC Foodmart - Tribeca,2025-09-24 00:00,2025-09-24 00:00,dry goods,17.10
"Carroll, Eric","Compton, Jeffrey",eric.carroll@abcfoodmart.com,2022-12-26,ABC Foodmart - DUMBO,2024-09-16 00:00,2024-09-16 00:00,cashier,16.30
"Manning, Maria","Cooper, Robert",maria.manning@abcfoodmart.com,2022-11-16,ABC Foodmart - Staten Island,2024-02-21 00:00,2024-02-21 00:00,dry goods,12.21
"Glover, Michelle","Ellis, Grant",michelle.glover@abcfoodmart.com,2022-08-25,ABC Foodmart - Bay Ridge,2024-02-14 00:00,2024-02-14 00:00,bakery,13.13
"Day, Natasha","Johnston, William",natasha.day@abcfoodmart.com,2023-08-02,ABC Foodmart - Whitestone,2024-09-14 00:00,2024-09-14 00:00,floral,12.22
"Roach, Christine","Compton, Jeffrey",christine.roach@abcfoodmart.com,2023-10-15,ABC Foodmart - Staten Island,2024-12-04 00:00,2024-12-04 00:00,customer service,15.24
"Jones, Christopher","Moran, John",christopher.jones@abcfoodmart.com,2022-05-19,ABC Foodmart - Whitestone,2023-09-27 00:00,2023-09-27 00:00,bakery,17.32
"Herrera, Spencer","Flores, Angela",spencer.herrera@abcfoodmart.com,2023-01-16,ABC Foodmart - Whitestone,2023-11-16 00:00,2023-11-16 00:00,deli,16.00
"Herrera, Spencer","Williams, Gina",spencer.herrera@abcfoodmart.com,2023-01-16,ABC Foodmart - Whitestone,2023-12-11 00:00,2023-12-11 00:00,fresh produce,14.35
"Hayes, Brandon","Johnston, William",brandon.hayes@abcfoodmart.com,2022-09-28,ABC Foodmart - Bay Ridge,2023-11-03 00:00,2023-11-03 00:00,seafood,14.99
"Jessica, Ms.","Compton, Jeffrey",ms..jessica@abcfoodmart.com,2022-06-10,ABC Foodmart - Bay Ridge,2023-11-07 00:00,2023-11-07 00:00,seafood,17.43
"Walls, Kristen","David, Mr.",kristen.walls@abcfoodmart.com,2023-02-10,ABC Foodmart - Whitestone,2024-02-17 00:00,2024-02-17 00:00,customer service,16.74
"Bradley, Rita","Cooper, Robert",rita.bradley@abcfoodmart.com,2023-08-06,ABC Foodmart - Bay Ridge,2024-11-01 00:00,2024-11-01 00:00,dairy,14.02
"Colon, Lindsey","David, Mr.",lindsey.colon@abcfoodmart.com,2023-02-16,ABC Foodmart - Tribeca,2024-10-11 00:00,2024-10-11 00:00,seafood,19.89
"Atkinson, Gary","Hoffman, Tina",gary.atkinson@abcfoodmart.com,2022-05-24,ABC Foodmart - DUMBO,2023-09-15 00:00,2023-09-15 00:00,deli,14.14
"Nichols, Brandon","Farrell, Christopher",brandon.nichols@abcfoodmart.com,2024-02-28,ABC Foodmart - DUMBO,2025-06-14 00:00,2025-06-14 00:00,frozen foods,19.82
"Jacobs, Brenda","Carter, Karen",brenda.jacobs@abcfoodmart.com,2024-02-09,ABC Foodmart - Whitestone,2025-04-24 00:00,2025-04-24 00:00,deli,19.85
"Church, Joshua","Williams, Gina",joshua.church@abcfoodmart.com,2024-03-03,ABC Foodmart - Staten Island,2025-08-24 00:00,2025-08-24 00:00,bakery,14.65
"Foster, Jennifer","Carter, Karen",jennifer.foster@abcfoodmart.com,2023-06-15,ABC Foodmart - DUMBO,2024-12-09 00:00,2024-12-09 00:00,deli,18.25
"Bennett, Alec","Cooper, Robert",alec.bennett@abcfoodmart.com,2023-10-03,ABC Foodmart - Tribeca,2024-09-29 00:00,2024-09-29 00:00,pharmacy,13.60
"Nichols, Brandon","David, Mr.",brandon.nichols@abcfoodmart.com,2024-02-28,ABC Foodmart - Tribeca,2025-06-30 00:00,2025-06-30 00:00,seafood,13.31
"Johnson, Samantha","Williams, Gina",samantha.johnson@abcfoodmart.com,2023-01-16,ABC Foodmart - DUMBO,2024-09-22 00:00,2024-09-22 00:00,floral,14.94
"Horton, Ashley","Hoffman, Tina",ashley.horton@abcfoodmart.com,2024-01-24,ABC Foodmart - Bay Ridge,2025-07-15 00:00,2025-07-15 00:00,customer service,19.72
"Walters, Jay","Waller, Chad",jay.walters@abcfoodmart.com,2023-12-17,ABC Foodmart - Tribeca,2025-10-16 00:00,2025-10-16 00:00,seafood,12.57
"Wells, Monica","David, Mr.",monica.wells@abcfoodmart.com,2024-03-12,ABC Foodmart - Staten Island,2025-07-11 00:00,2025-07-11 00:00,floral,12.86
"Bryan, Mr.","Farrell, Christopher",mr..bryan@abcfoodmart.com,2023-08-26,ABC Foodmart - DUMBO,2025-02-28 00:00,2025-02-28 00:00,customer service,15.48
"Day, Natasha","Cooper, Robert",natasha.day@abcfoodmart.com,2023-08-02,ABC Foodmart - DUMBO,2024-09-27 00:00,2024-09-27 00:00,fresh produce,18.23
"Jessica, Ms.","Moran, John",ms..jessica@abcfoodmart.com,2022-06-10,ABC Foodmart - Bay Ridge,2023-11-15 00:00,2023-11-15 00:00,floral,14.09
"Wood, Joshua","Moran, John",joshua.wood@abcfoodmart.com,2022-11-26,ABC Foodmart - Tribeca,2024-08-10 00:00,2024-08-10 00:00,customer service,17.96
"Conrad, Frederick","Waller, Chad",frederick.conrad@abcfoodmart.com,2023-11-24,ABC Foodmart - Tribeca,2025-07-20 00:00,2025-07-20 00:00,dairy,17.96
"Alvarez, Brenda","David, Mr.",brenda.alvarez@abcfoodmart.com,2023-11-16,ABC Foodmart - Tribeca,2025-03-25 00:00,2025-03-25 00:00,cashier,17.80
"Moore, Jason","Flores, Angela",jason.moore@abcfoodmart.com,2023-07-11,ABC Foodmart - DUMBO,2024-10-21 00:00,2024-10-21 00:00,frozen foods,17.69
"Moore, Jason","Carter, Karen",jason.moore@abcfoodmart.com,2023-07-11,ABC Foodmart - Tribeca,2024-11-02 00:00,2024-11-02 00:00,customer service,19.04
"Waters, Julie","Waller, Chad",julie.waters@abcfoodmart.com,2023-05-20,ABC Foodmart - Tribeca,2024-07-07 00:00,2024-07-07 00:00,frozen foods,19.81
"Waters, Julie","Hoffman, Tina",julie.waters@abcfoodmart.com,2023-05-20,ABC Foodmart - Bay Ridge,2024-07-18 00:00,2024-07-18 00:00,floral,18.73
"Jacobs, Brenda","Cooper, Robert",brenda.jacobs@abcfoodmart.com,2024-02-09,ABC Foodmart - DUMBO,2025-05-06 00:00,2025-05-06 00:00,deli,14.95
"Glover, Michelle","Flores, Angela",michelle.glover@abcfoodmart.com,2022-08-25,ABC Foodmart - DUMBO,2024-03-10 00:00,2024-03-10 00:00,cashier,17.98
"Wells, Monica","Cooper, Robert",monica.wells@abcfoodmart.com,2024-03-12,ABC Foodmart - Staten Island,2025-07-16 00:00,2025-07-16 00:00,dry goods,18.54
"Werner, Kara","Moran, John",kara.werner@abcfoodmart.com,2023-10-12,ABC Foodmart - Tribeca,2025-06-20 00:00,2025-06-20 00:00,seafood,15.19
"Long, Kirsten","Williams, Gina",kirsten.long@abcfoodmart.com,2024-02-24,ABC Foodmart - Whitestone,2025-09-02 00:00,2025-09-02 00:00,floral,12.56
"Harrell, Angie","Waller, Chad",angie.harrell@abcfoodmart.com,2023-06-01,ABC Foodmart - Whitestone,2024-09-02 00:00,2024-09-02 00:00,pharmacy,12.32
"Williams, Michael","Carter, Karen",michael.williams@abcfoodmart.com,2023-06-11,ABC Foodmart - Whitestone,2024-09-26 00:00,2024-09-26 00:00,bakery,14.15
"Carroll, Eric","David, Mr.",eric.carroll@abcfoodmart.com,2022-12-26,ABC Foodmart - DUMBO,2024-10-07 00:00,2024-10-07 00:00,meats,18.80
"Marquez, Jeffrey","Ellis, Grant",jeffrey.marquez@abcfoodmart.com,2023-02-19,ABC Foodmart - Whitestone,2024-04-23 00:00,2024-04-23 00:00,dairy,15.82
"Waters, Julie","Cooper, Robert",julie.waters@abcfoodmart.com,2023-05-20,ABC Foodmart - DUMBO,2024-07-25 00:00,2024-07-25 00:00,pharmacy,16.67
"Mckinney, Marcus","Hoffman, Tina",marcus.mckinney@abcfoodmart.com,2022-08-14,ABC Foodmart - Bay Ridge,2024-04-14 00:00,2024-04-14 00:00,customer service,17.38
"Hayes, Brandon","Ellis, Grant",brandon.hayes@abcfoodmart.com,2022-09-28,ABC Foodmart - Bay Ridge,2023-11-04 00:00,2023-11-04 00:00,frozen foods,19.42
"Nichols, Brandon","Carter, Karen",brandon.nichols@abcfoodmart.com,2024-02-28,ABC Foodmart - Staten Island,2025-07-05 00:00,2025-07-05 00:00,deli,19.05
"Payne, Samantha","Williams, Gina",samantha.payne@abcfoodmart.com,2024-04-06,ABC Foodmart - DUMBO,2025-06-19 00:00,2025-06-19 00:00,customer service,12.24
"Mckenzie, William","Waller, Chad",william.mckenzie@abcfoodmart.com,2023-01-04,ABC Foodmart - DUMBO,2024-05-03 00:00,2024-05-03 00:00,dairy,14.33
"Jacobs, Brenda","Compton, Jeffrey",brenda.jacobs@abcfoodmart.com,2024-02-09,ABC Foodmart - Staten Island,2025-05-23 00:00,2025-05-23 00:00,customer service,12.09
"Day, Natasha","Flores, Angela",natasha.day@abcfoodmart.com,2023-08-02,ABC Foodmart - DUMBO,2024-10-03 00:00,2024-10-03 00:00,fresh produce,13.70
"Jessica, Ms.","Williams, Gina",ms..jessica@abcfoodmart.com,2022-06-10,ABC Foodmart - DUMBO,2023-12-09 00:00,2023-12-09 00:00,customer service,15.20
"Mckinney, Marcus","David, Mr.",marcus.mckinney@abcfoodmart.com,2022-08-14,ABC Foodmart - Staten Island,2024-04-24 00:00,2024-04-24 00:00,pharmacy,19.06
"Chambers, Jeffrey","Waller, Chad",jeffrey.chambers@abcfoodmart.com,2022-09-29,ABC Foodmart - Whitestone,2023-12-03 00:00,2023-12-03 00:00,frozen foods,13.63
"Davis, Jennifer","Flores, Angela",jennifer.davis@abcfoodmart.com,2023-11-03,ABC Foodmart - DUMBO,2025-06-29 00:00,2025-06-29 00:00,floral,13.05
"Glover, Michelle","Moran, John",michelle.glover@abcfoodmart.com,2022-08-25,ABC Foodmart - Staten Island,2024-03-11 00:00,2024-03-11 00:00,bakery,16.45
"Ellis, Lauren","Hoffman, Tina",lauren.ellis@abcfoodmart.com,2022-10-22,ABC Foodmart - Whitestone,2024-02-22 00:00,2024-02-22 00:00,frozen foods,18.62
"Payne, Samantha","Flores, Angela",samantha.payne@abcfoodmart.com,2024-04-06,ABC Foodmart - Whitestone,2025-07-15 00:00,2025-07-15 00:00,floral,13.57
"Golden, Laurie","Williams, Gina",laurie.golden@abcfoodmart.com,2023-12-23,ABC Foodmart - Whitestone,2024-11-19 00:00,2024-11-19 00:00,cashier,16.70
"Kramer, Veronica","Carter, Karen",veronica.kramer@abcfoodmart.com,2023-03-28,ABC Foodmart - Tribeca,2024-09-19 00:00,2024-09-19 00:00,dry goods,19.31
"Eric, Mr.","Hoffman, Tina",mr..eric@abcfoodmart.com,2022-09-02,ABC Foodmart - Whitestone,2023-09-03 00:00,2023-09-03 00:00,cashier,15.95
"Hayes, Brandon","Farrell, Christopher",brandon.hayes@abcfoodmart.com,2022-09-28,ABC Foodmart - DUMBO,2023-11-23 00:00,2023-11-23 00:00,bakery,15.44
"Meyer, James","Cooper, Robert",james.meyer@abcfoodmart.com,2022-05-02,ABC Foodmart - Bay Ridge,2024-01-05 00:00,2024-01-05 00:00,seafood,13.20
"Long, Kirsten","Flores, Angela",kirsten.long@abcfoodmart.com,2024-02-24,ABC Foodmart - Bay Ridge,2025-09-10 00:00,2025-09-10 00:00,deli,19.13
"Love, Thomas","Farrell, Christopher",thomas.love@abcfoodmart.com,2024-02-18,ABC Foodmart - DUMBO,2025-12-08 00:00,2025-12-08 00:00,floral,13.79
"Jessica, Ms.","Flores, Angela",ms..jessica@abcfoodmart.com,2022-06-10,ABC Foodmart - Bay Ridge,2023-12-18 00:00,2023-12-18 00:00,deli,15.97
"Pena, Johnathan","Carter, Karen",johnathan.pena@abcfoodmart.com,2023-02-22,ABC Foodmart - Tribeca,2024-06-13 00:00,2024-06-13 00:00,frozen foods,12.79
"Atkinson, Gary","Flores, Angela",gary.atkinson@abcfoodmart.com,2022-05-24,ABC Foodmart - Bay Ridge,2023-10-12 00:00,2023-10-12 00:00,floral,17.73
"Shah, Amanda","Johnston, William",amanda.shah@abcfoodmart.com,2023-10-07,ABC Foodmart - Bay Ridge,2025-02-14 00:00,2025-02-14 00:00,deli,14.16
"Herrera, Spencer","Cooper, Robert",spencer.herrera@abcfoodmart.com,2023-01-16,ABC Foodmart - DUMBO,2023-12-25 00:00,2023-12-25 00:00,deli,23.97
"Warren, Timothy","David, Mr.",timothy.warren@abcfoodmart.com,2022-12-27,ABC Foodmart - DUMBO,2024-10-11 00:00,2024-10-11 00:00,pharmacy,19.88
"Wood, Joshua","Cooper, Robert",joshua.wood@abcfoodmart.com,2022-11-26,ABC Foodmart - Whitestone,2024-08-31 00:00,2024-08-31 00:00,cashier,13.88
"Walls, Kristen","Flores, Angela",kristen.walls@abcfoodmart.com,2023-02-10,ABC Foodmart - Bay Ridge,2024-03-09 00:00,2024-03-09 00:00,fresh produce,17.18
"Moore, Jason","Johnston, William",jason.moore@abcfoodmart.com,2023-07-11,ABC Foodmart - Staten Island,2024-12-01 00:00,2024-12-01 00:00,bakery,14.07
"Henderson, Nancy","Farrell, Christopher",nancy.henderson@abcfoodmart.com,2023-12-30,ABC Foodmart - Whitestone,2025-01-01 00:00,2025-01-01 00:00,deli,16.40
"Jordan, Carla","Ellis, Grant",carla.jordan@abcfoodmart.com,2023-12-17,ABC Foodmart - Bay Ridge,2024-12-25 00:00,2024-12-25 00:00,meats,12.38
"Brooks, Renee","Waller, Chad",renee.brooks@abcfoodmart.com,2023-07-15,ABC Foodmart - Bay Ridge,2024-10-15 00:00,2024-10-15 00:00,customer service,18.02
"Thompson, Andrea","Cooper, Robert",andrea.thompson@abcfoodmart.com,2023-01-06,ABC Foodmart - Staten Island,2024-05-12 00:00,2024-05-12 00:00,dairy,18.66
"Warren, Timothy","Compton, Jeffrey",timothy.warren@abcfoodmart.com,2022-12-27,ABC Foodmart - Tribeca,2024-10-14 00:00,2024-10-14 00:00,seafood,12.89
"Davis, Jennifer","David, Mr.",jennifer.davis@abcfoodmart.com,2023-11-03,ABC Foodmart - DUMBO,2025-07-06 00:00,2025-07-06 00:00,meats,16.80
"Thomas, Robert","Williams, Gina",robert.thomas@abcfoodmart.com,2022-05-18,ABC Foodmart - Bay Ridge,2024-02-16 00:00,2024-02-16 00:00,bakery,17.90
"Long, Kirsten","Compton, Jeffrey",kirsten.long@abcfoodmart.com,2024-02-24,ABC Foodmart - Whitestone,2025-09-13 00:00,2025-09-13 00:00,bakery,15.11
"Blanchard, Ricky","Carter, Karen",ricky.blanchard@abcfoodmart.com,2023-05-23,ABC Foodmart - Tribeca,2024-09-01 00:00,2024-09-01 00:00,fresh produce,15.40
"Brown, Lisa","Williams, Gina",lisa.brown@abcfoodmart.com,2022-08-18,ABC Foodmart - Tribeca,2023-11-21 00:00,2023-11-21 00:00,fresh produce,12.05
"Roach, Christine","Moran, John",christine.roach@abcfoodmart.com,2023-10-15,ABC Foodmart - DUMBO,2024-12-08 00:00,2024-12-08 00:00,floral,14.20
"Marquez, Jeffrey","Compton, Jeffrey",jeffrey.marquez@abcfoodmart.com,2023-02-19,ABC Foodmart - Tribeca,2024-05-08 00:00,2024-05-08 00:00,meats,18.73
"Walters, Jay","Hoffman, Tina",jay.walters@abcfoodmart.com,2023-12-17,ABC Foodmart - DUMBO,2025-10-21 00:00,2025-10-21 00:00,pharmacy,18.78
"Hull, Shane","David, Mr.",shane.hull@abcfoodmart.com,2024-01-09,ABC Foodmart - Staten Island,2025-06-02 00:00,2025-06-02 00:00,customer service,14.23
"Frederick, Evan","Compton, Jeffrey",evan.frederick@abcfoodmart.com,2023-02-24,ABC Foodmart - Tribeca,2023-12-20 00:00,2023-12-20 00:00,dairy,19.18
"Tate, Harry","Carter, Karen",harry.tate@abcfoodmart.com,2022-09-18,ABC Foodmart - Tribeca,2024-02-02 00:00,2024-02-02 00:00,customer service,18.47
"Meyer, James","Carter, Karen",james.meyer@abcfoodmart.com,2022-05-02,ABC Foodmart - Tribeca,2024-02-03 00:00,2024-02-03 00:00,floral,15.91
"Randolph, Emily","Hoffman, Tina",emily.randolph@abcfoodmart.com,2023-03-09,ABC Foodmart - Whitestone,2024-07-04 00:00,2024-07-04 00:00,meats,18.17
"Wood, Joshua","Johnston, William",joshua.wood@abcfoodmart.com,2022-11-26,ABC Foodmart - Tribeca,2024-09-18 00:00,2024-09-18 00:00,dry goods,12.72
"Alvarez, Brenda","Farrell, Christopher",brenda.alvarez@abcfoodmart.com,2023-11-16,ABC Foodmart - Whitestone,2025-04-21 00:00,2025-04-21 00:00,fresh produce,13.12
"Gross, Andrew","Cooper, Robert",andrew.gross@abcfoodmart.com,2022-04-30,ABC Foodmart - Whitestone,2023-05-23 00:00,2023-05-23 00:00,floral,13.81
"Alvarez, Brenda","Ellis, Grant",brenda.alvarez@abcfoodmart.com,2023-11-16,ABC Foodmart - Whitestone,2025-05-13 00:00,2025-05-13 00:00,frozen foods,18.67
"Love, Thomas","Cooper, Robert",thomas.love@abcfoodmart.com,2024-02-18,ABC Foodmart - Whitestone,2025-12-26 00:00,2025-12-26 00:00,pharmacy,17.01
"White, Kenneth","Farrell, Christopher",kenneth.white@abcfoodmart.com,2023-01-22,ABC Foodmart - Tribeca,2025-01-12 00:00,2025-01-12 00:00,fresh produce,15.20
"Woods, Marcus","Compton, Jeffrey",marcus.woods@abcfoodmart.com,2024-04-01,ABC Foodmart - Bay Ridge,2025-03-29 00:00,2025-03-29 00:00,cashier,19.20
"Wilson, Jill","Johnston, William",jill.wilson@abcfoodmart.com,2022-12-06,ABC Foodmart - Bay Ridge,2024-06-21 00:00,2024-06-21 00:00,seafood,17.23
"Moore, Jason","Farrell, Christopher",jason.moore@abcfoodmart.com,2023-07-11,ABC Foodmart - DUMBO,2024-12-02 00:00,2024-12-02 00:00,fresh produce,19.80
"Walters, Jay","Williams, Gina",jay.walters@abcfoodmart.com,2023-12-17,ABC Foodmart - Staten Island,2025-11-12 00:00,2025-11-12 00:00,fresh produce,12.11
"Blanchard, Ricky","Ellis, Grant",ricky.blanchard@abcfoodmart.com,2023-05-23,ABC Foodmart - Bay Ridge,2024-09-04 00:00,2024-09-04 00:00,floral,19.81
"Nichols, Brandon","Carter, Karen",brandon.nichols@abcfoodmart.com,2024-02-28,ABC Foodmart - DUMBO,2025-07-23 00:00,2025-07-23 00:00,customer service,12.92
"Manning, Maria","Ellis, Grant",maria.manning@abcfoodmart.com,2022-11-16,ABC Foodmart - Staten Island,2024-03-16 00:00,2024-03-16 00:00,frozen foods,16.10
"Ellis, Lauren","Williams, Gina",lauren.ellis@abcfoodmart.com,2022-10-22,ABC Foodmart - Staten Island,2024-03-21 00:00,2024-03-21 00:00,cashier,12.91
"Owens, Jeffrey","David, Mr.",jeffrey.owens@abcfoodmart.com,2022-05-03,ABC Foodmart - DUMBO,2023-05-18 00:00,2023-05-18 00:00,dry goods,14.16
"Horton, Mark","Waller, Chad",mark.horton@abcfoodmart.com,2023-02-14,ABC Foodmart - Staten Island,2024-01-08 00:00,2024-01-08 00:00,meats,19.57
"Jacobs, Brenda","Compton, Jeffrey",brenda.jacobs@abcfoodmart.com,2024-02-09,ABC Foodmart - DUMBO,2025-06-10 00:00,2025-06-10 00:00,cashier,13.06
"Tate, Harry","Johnston, William",harry.tate@abcfoodmart.com,2022-09-18,ABC Foodmart - Whitestone,2024-02-29 00:00,2024-02-29 00:00,frozen foods,16.80
"Smith, Diana","Hoffman, Tina",diana.smith@abcfoodmart.com,2023-05-31,ABC Foodmart - Whitestone,2024-10-02 00:00,2024-10-02 00:00,bakery,13.71
"Thomas, Robert","Moran, John",robert.thomas@abcfoodmart.com,2022-05-18,ABC Foodmart - Whitestone,2024-02-29 00:00,2024-02-29 00:00,seafood,19.63
